Joke,Category,Likes,Dislikes,Like%
Q: How do you make holy water? A: Boil the hell out of it.,miscellaneous-jokes,779,249,0.7577821
Paddy and Murphy are havin' a pint in the pub^ when some scuba divers come on the TV. Paddy says^ "Murphy^ why is it them deep sea divers always sit on the side of the boat with them air tanks on their backs^ and fall backwards out of the boat?" Murphy thinks for a minute then says^ "That's easy. It's 'cos if they fell forwards^ they'd still be in the friggin boat!",miscellaneous-jokes,773,504,0.605325
Tom was at the hospital visiting with his best friend Larry who was dying. Tom asked^ "If there is baseball in heaven will you come back and tell me?" Larry nodded yes just as he passed away. That night while Tom was sleeping^ he heard Larry's voice in a dream^ "Tom..." "Larry! What is it?!" asked Tom. "I have good news and bad news from heaven." "What's the good news?" "There is baseball in heaven after all^ but the bad news is you're pitching on Tuesday.",miscellaneous-jokes,773,157,0.8311828
Brunette: "Where were you born?" Blonde: "California." Brunette: "Which part?" Blonde: "All of me.",miscellaneous-jokes,757,465,0.61947626
Knock^ knock. Who's there? I eat mop I eat mop who? Hah! You said^ "I eat ma poo!",miscellaneous-jokes,752,441,0.6303437
A taxi passenger taps the driver on the shoulder to ask him a question. The driver screams^ loses control of the car^ nearly hits a bus^ goes up on the footpath^ and stops centimeters from a shop window. For a second^ everything goes quiet in the cab^ then the driver says^ "Look mate^ don't ever do that again. You scared the daylights out of me!" The passenger apologizes and says^ "I didn't realize that a little tap would scare you so much.” The driver replies^ "Sorry^ it's not really your fault. Today is my first day as a cab driver. I've been driving a funeral van for the last 25 years.",miscellaneous-jokes,740,104,0.87677723
A pick pocket was up in court for a series of petty crimes. The judge said^ "Sir^ you are hereby fined $100." The lawyer stood up and said^ "Thanks^ your honor^ however my client only has $75 on him at this time^ but if you'd allow him a few minutes in the crowd...",miscellaneous-jokes,738,320,0.69754255
Mahatma Gandhi often walked barefoot which produced an impressive set of callouses on his feet. He also ate very little^ making him rather frail and with his odd diet he often suffered from bad breath. This made him a super calloused fragile mystic hexed with halitosis.,miscellaneous-jokes,730,614,0.5431548
A brunette^ redhead^ and blonde are stranded on the edge of a cliff. An angel appears and instructs them to jump off the cliff and say out loud what they would like to land on safely. The brunette goes first. She jumps and says^ "Pillows!" She lands on a pile of pillows at the bottom. The redhead goes next. She jumps and says "Feathers!" She lands on a mass of feathers below. The blonde walks up to the edge^ but trips on a rock^ yelling^ "Shit!" as she falls off.,miscellaneous-jokes,727,111,0.8675418
Q: Have you heard about the new restaurant called Karma? A: There’s no menu; you get what you deserve.,miscellaneous-jokes,711,213,0.7694805
Student: "Should I get in trouble for something I didn't do?" Teacher: "No." Student: "Good^ because I didn't do my homework.",miscellaneous-jokes,707,213,0.7684783
During an impassioned sermon about death and final judgement^ the pastor said forcefully^ "Each member of this church is going to die and face judgement." Glancing down at the front pew^ he noticed a man with a big smile on his face. The minister repeated his point louder. "Each member of this church is going to die and face judgement!" The man nodded and smiled even more. This really got the preacher wound up. He pounded the pulpit emphatically when he came to the ultimatum: "Each member of this church is going to die and face judgement!!!" Though everyone else in the congregation was looking somber^ the man in front continued to smile. Finally the preacher stepped off the platform^ stood in front of the man and shouted^ "I said each member of this church is going to die!" The man grinned from ear to ear. After the service was over^ the preacher made a beeline for the man. "I don't get it^" the preacher said in frustration. "Whenever I said^ 'Each member of this church is going to die^' your smile got bigger. Why?" "I'm not a member of this church^" the man replied.,miscellaneous-jokes,693,227,0.75326085
Three guys travel to Saudi Arabia and get lost. They walk into a tent that they think was the one they rented^ but actually belongs to a prince with 3 hot wives. The prince comes home and thinks his wives are cheating on him. As a punishment^ he tells them that their penises will have to be cut off in some way relating to their occupation. He asks the first guy what his job was. "I'm an employee at the shooting range^" he replies. "Then we'll shoot your dick off!" the prince says. "I'm a fireman^" the second guy says. "Then we'll burn your cock off!" says the prince. The third guy smiles and says^ "I'm a lollipop salesman.",miscellaneous-jokes,686,123,0.8479605
Step 1: Name your iPhone "Titanic." Step 2: Plug it into your computer. Step 3: When iTunes says "Titanic is syncing^" press cancel. Step 4: Feel like a hero.,miscellaneous-jokes,683,179,0.7923434
Got tasered picking up my friend from the airport today. Apparently security doesn't like it when you shout^ "Hi Jack!",miscellaneous-jokes,680,157,0.8124253
There were five people aboard an airplane having engine trouble getting ready to crash^ however^ there were only four parachutes. Everyone wondered what should be done to determine who should get the parachutes. One person said that he was the smartest thing that hit the face of the Earth^ and that he was too smart to die. So^ he took one of the parachutes and jumped out of the aircraft. The second person said that she was too important to die^ she had children and a family to take care of^ and they depended on her to care for them. So^ she took one of the parachutes and jumped out of the aircraft. The third person said that he was too important to die because his family depended on him for survival. He was the head of household and the sole bread winner. So^ he took one of the parachutes and jumped out of the aircraft. Finally^ there were only two people left^ and one parachute. One person was a 12 year old boy^ and the other was a 65 year old man. The old man said^ "Well son^ I have lived a good life^ and you are too young to die^ you have a long life ahead of you. So^ you take the last parachute. The boy asked^ "Why^ Sir?" The old man said^ "Well^ there is only one parachute left." The little lad said^ "Sir there are really two parachutes left." The old gentlemen asked^ excitedly^ "Yeah? How?" "Well^" replied the boy^ "you know that guy who thought he was the smartest and greatest thing that hit the face of the Earth? He grabbed my backpack.",miscellaneous-jokes,677,75,0.90026593
Late one night^ a preacher was driving on a country road and had a wreck. A farmer stopped and said^ "Sir^ are you okay?" The preacher said^ "Yes^ I had the Lord riding with me." The farmer said^ "Well^ you better let him ride with me^ because you're gonna kill him.",miscellaneous-jokes,676,301,0.691914
Q: What does a skeleton order at a restaurant? A: Spare ribs!,miscellaneous-jokes,669,287,0.6997908
One day in the forest^ 3 guys were just hiking along a trail when all of a sudden^ a huge pack of Indians attaked them and knocked them out. When they woke up^ they were at the leader of the tribe's throne. The chief then said^ "All of your lives may be spared if you can find ten of one fruit and bring them back to me." So after a while the first man returned with 10 apples. The cheif then ordered him to stick all ten of them up his butt without making any expression at all on his face. He had a little bit of trouble with the first one and started crying while trying to put the next one in. He was soon killed. Later^ the next guy came in with 10 grapes. The cheif soon ordered him to do the same as the first guy. After to the 9th grape^ the man started laughing so hard for no apperant reason^ and was killed. The first two guys soon met in heaven and the first guy ask the second^ "Why did you start laughing? You only needed one more grape and you'd have gotten away!" The second guy answered while still laughing^ "I couldn't help it. I saw the third guy walking in with pineapples.",miscellaneous-jokes,652,95,0.8728246
A lot of people cry when they cut an onion. The trick is not to form an emotional bond.,miscellaneous-jokes,650,697,0.4825538
Q: What's red and bad for your teeth? A: A brick.,miscellaneous-jokes,641,512,0.55594105
I wonder what my parents did to fight boredom before the internet. I asked my 17 brothers and sisters and they didn't know either.,miscellaneous-jokes,633,330,0.65732086
One day^ 3 men died and went to heaven. "Religion?" God's secretary asked the first man. "Jewish^" the man replied. "Okay^ go to room 23^ but be very quiet when you go past room 8^" the secretary said. "Religion?" he asked the second man. "Muslim." "Go to room 10^ but be very quiet when you go past room 8." "Religion?" he asked the third man. "Agnostic." "Go to room 71^ but be very quiet when you go past room 8." "Why must I be quiet when I go past room 8?" the man asked. The secretary replied^ "Oh^ the Catholics are in room 8^ and they think that they are they only ones here.",miscellaneous-jokes,627,324,0.659306
One day a duck walks in a store and ask the manager if they sell grapes. The manager says^ "No^ we don't sell grapes." The duck goes home and comes back the next day and asks the same question. The manager says the same thing again^ "No^ we do not sell grapes." The duck goes home^ comes back the next day^ and asks the manager if they sell grapes. This time the manager says^ "No^ we don't sell grapes! If you ask one more time^ I will nail your beak to the floor!" The duck goes home. It comes back the next day and asks the manager if he has any nails. The manager says^ "No^ I don't have any nails." The duck says^ "Okay^ good. Do you sell grapes?",miscellaneous-jokes,625,182,0.77447337
There are three friends named Mad^ Brain^ and Fight. One day Fight went missing and his friends Mad and Brain started searching for him. Then Brain said^ "Mad^ let's file a missing person report with the police." When they were about to walk into the police station^ Brain said^ "Mad^ you go and make the report. I will wait for you here." Mad said^ "Okay." Mad walked in but no police officers paid attention to him. Then he saw a policeman drinking a cup of coffee. Mad went to the officer^ smacked the table^ and the cup of coffee flew in the air^ landing in the officer's lap. Angry^ the policeman asked^ "Are you looking for a fight?" Mad replied^ "Yes^ I am." The policeman asked^ "Are you mad?" Mad replied^ "Yes^ I am Mad." The policeman then asked^ "Don't you have a brain?" Mad replied^ "Brain is outside sir.",miscellaneous-jokes,619,200,0.7557998
If number two pencils are so popular why are they still number two?,miscellaneous-jokes,612,893,0.40664452
A man called his child's doctor^ "Hello! My son just snatched my pen when I was writing and swallowed it. What should I do?" The doctor replied^ "Until I can come over^ write with another pen.",miscellaneous-jokes,610,494,0.55253625
Two blondes walk beside each other down the street. One of them sees a broken piece of mirror on the ground^ grabs it^ looks at it and says^ "This girl looks so familiar^ but I can't remember where I know her from." The other girl grabs it from her hand^ takes a look at it^ and says^ "It's me you idiot!",miscellaneous-jokes,610,105,0.85314685
Q: Why did the painting go to jail? A: It was framed.,miscellaneous-jokes,606,207,0.74538743
A guy is sitting at a bar^ and a drunk dude walks up to him^ calling his mom a whore. The first guy just ignores it and stays in his spot drinking his beer. An hour goes by and the drunk dude comes back saying^ "Your mom is a whore!" The first guy looks around the bar^ sees people staring and says^ "Don't worry^ everything is cool here^" and shrugs it off. After a few more shots^ the drunk dude walks up a third time and says^ "Your mom... is such... a whore!" The guy finally gets mad^ throws his fist on the table and says^ "You know what^ Dad? Go home!",miscellaneous-jokes,606,157,0.79423326
Q: If you were forced to go through one of the following doors^ which door do you go through with 100 % certainty you'd stay alive: a door with a man with a gun behind it^ a door with a tiger who hasn't eaten in 7 years behind it^ or a door with an electrical chair behind it? A: The one with the tiger behind it^ because if it hasn't eaten in 7 years it's dead.,miscellaneous-jokes,598,409,0.5938431
In a tiny village lived an old maid. In spite of her old age^ she was still a virgin. She was very proud of it. She knew her last days were getting closer^ so she told the local undertaker that she wanted the following inscription on her tombstone: "Born as a virgin^ lived as a virgin^ died as a virgin." Not long after^ the old maid died peacefully^ and the undertaker told his men what the lady had said. The men went to carve it in^ but the lazy no-goods they were^ they thought the inscription to be unnecessarily long. They simply wrote: "Returned unopened.",miscellaneous-jokes,596,268,0.6898148
Q: What did the hurricane say to the palm tree? A: "Better hold onto your nuts because this is no ordinary blowjob.",miscellaneous-jokes,589,214,0.73349935
Son: "Dad^ when will I be old enough so I don't have to ask mom for her permission to go out?" Dad: "Son^ even I haven't grown old enough to go out without her permission!",miscellaneous-jokes,579,233,0.7130542
Q. What can you give and keep at the same time? A. A cold!,miscellaneous-jokes,569,564,0.5022065
A 7 year-old and a 4 year-old are in their bedroom. "You know what?" says the 7 year-old^ "I think it's time we started swearing. When we go downstairs for breakfast^ I'll swear first^ then you." "Okay^" replies the 4 year-old. In the kitchen^ when the mother asks the 7 year-old what he wants for breakfast^ he answers^ "I'll have Coco Pops^ bitch." *WHACK* He goes flying out of his chair^ crying his eyes out. The mother looks at the 4 year-old & sternly asks^ "And what do you want?" "Dunno^" he replies^ "But it won't be fucking Coco Pops.",miscellaneous-jokes,568,194,0.7454068
Two mental patients were walking next to a swimming pool. One jumped into the pool and the other jumped in to save him. Their doctor saw the rescue and called the rescuer to his office. "Due to your actions^ it appears your mental state is fine^" the doctor said to the patient^ "You can go home to your family^ but before you do^ you should know that the person you saved hung himself today." The patient replied^ "He didn't hang himself; I hung him there to dry.",miscellaneous-jokes,555,142,0.7962697
Q: What starts with F and ends with U-C-K? A: Firetruck.,miscellaneous-jokes,553,239,0.69823235
Knock^ knock. Who's there? Ach. Ach who? Bless you! Need a tissue?,miscellaneous-jokes,553,401,0.5796646
Q: What did the judge say when a skunk walked into the courtroom? A: "Odor in the court!",miscellaneous-jokes,539,277,0.6605392
Pedro lives in an orphanage. One day Pedro is heading towards town with his hands claped together^ when the padre who runs this orphanage asks Pedro^ "What do you have in your hands and where are you going?" Pedro replies^ "Father^ I have horseflies and I am going to town to get horses." Sure enough later Pedro comes back with two beautiful Arabians. Next day Pedro walks past the priest again with the same question^ "Pedro^ what do you have in your hand and where are you going?" Pedro replies once again^ "Father I have butter and I am going to town to get butterflies." Sure enough Pedro returns with beautiful monarch butterflies. The very next day Pedro is headed towards town once again when the Priest asks the same question^ "Pedro what do you have in your hands and where are you going?" Again Pedro replies^ "Father I have Pussy willows-" "Wait^ Pedro!" says the Priest^ "I'll go with you!!",miscellaneous-jokes,533,118,0.8187404
Fun fact: If you cut off all your body hair and laid it end to end you'd be a fucking weirdo.,miscellaneous-jokes,531,225,0.70238096
A doctor tells an old couple at his office he needs to get a stool sample^ a urine sample^ and a blood test from the old man. Hard of hearing^ the old man asks his wife what the doctor said. The wife replies^ "He needs a pair of your underwear.",miscellaneous-jokes,530,270,0.6625
One day in class^ the teacher brought a bag full of fruit and said^ "Now class^ I'm going to reach into the bag and describe a piece of fruit and you tell me which fruit I'm talking about. Alright^ the first one is round^ plump^ and red. Little Johnny raised his hand high but the teacher ignored him and picked Deborah who promptly answered^ "Apple." The teacher replied^ "No Deborah^ it's a beet^ but I like your thinking. Now the second one is soft^ fuzzy and colored red and brown." Johnny is hopping up and down in his seat trying to get the teacher to call on him but she calls on Billy. "Is it a peach?" Billy asks. "No^ it's a potato^ but I like your thinking^" the teacher replies. "Okay the next one is long^ yellow^ and fairly hard." Johnny is about to explode as he waves his hand frantically but the teacher calls on Sally who say^ "A banana." The teacher responds^ "No^ it's a squash^ but I like your thinking." Johnny is irritated now so he speaks up loudly^ "Hey^ I've got one for you teacher. Let me put my hand in my pocket. Okay^ I've got it. It's round^ hard^ and it's got a head on it." "Johnny!" she cries^ "That's disgusting!" "Nope^" answers Johnny^ "It's a quarter^ but I like your thinking!",miscellaneous-jokes,523,49,0.91433567
Little Johnny came home from school and heard the word "b*tch." He asks his mom what the word meant and she responds^ "It means priest." The next day little Johnny comes home and hears the word "sh*t" and asks his dad what it means. His dad answers^ "It means food on the table." At school^ he hears the word "f*cking" and asks his mom what it means. She responds^ "It means getting ready." The next day a priest came over for dinner and little Johnny opened the door and says^ "Hey son of a b*tch. There's sh*t on the table and my parents are upstairs f*cking!",miscellaneous-jokes,512,186,0.7335244
Q. Why did the apple run away? A. Because the banana split!,miscellaneous-jokes,509,355,0.5891204
Two old friends crossed paths after not seeing one another for almost a decade. Utkarsh: "What are you doing these days?" Sparsh: "PHD." Utkarsh: "Wow! You're a doctor!" Sparsh: "No^ Pizza Home Delivery.",miscellaneous-jokes,505,268,0.65329885
Q: If a plane crashed on the Canada/USA border^ where would the survivors be buried? A: You don't bury survivors.,miscellaneous-jokes,503,266,0.65409625
A mother tells her little boy^ "Johnny^ you mustn't eat too many lollies or I'll hide the lolly jar." Johnny asks^ "Why?" His mother says^ "Because something bad will happen! Your tummy will blow up big like a balloon and then pop!" The next day at church^ the boy is sitting next to a pregnant woman. He points to her belly smiling and says^ "I know what you've been doing!",miscellaneous-jokes,501,69,0.8789474
The doc told a guy that masturbating before sex often helped men last longer during the act. The man decided^ "What the hell^ I'll try it^" He spent the rest of the day thinking about where to do it before he got home to his wife. He couldn't do it in his office. He thought about the restroom^ but that was too open. He considered an alley^ but figured that was too unsafe. Finally^ he realized his solution. On his way home^ he pulled his truck over on the side of the highway. He got out and crawled underneath as if he was examining the truck. Satisfied with the privacy^ he undid his pants and started to play with his unit. He closed his eyes and thought of his lover. As he grew closer to the big finish^ he felt a quick tug at the bottom of his pants. Not wanting to lose his mental fantasy or the orgasm^ he kept his eyes shut and replied^ "What?" He heard^ "This is the police. What's going on down there?" The man replied^ "I'm checking out the rear axle^ it's busted." The cop replied^ "Well^ you might as well check your brakes too while you're down there because your truck rolled down the hill 5 minutes ago.",miscellaneous-jokes,498,70,0.87676054
Q. What's a shark's favorite sandwich? A. Peanut butter and jellyfish!,miscellaneous-jokes,496,501,0.4974925
Q: Why do pilgrims pants fall down? A: Because their belts are on their hats.,miscellaneous-jokes,496,381,0.56556445
An old man goes into the Social Security Office and fills out an application. Too old to have a birth certificate^ he is asked to prove he is old enough. He opens his shirt and shows them the gray hair on his chest and they accept that as proof. He goes home to his wife^ shows her the check^ and explains to her what has happened. She replies^ "Well get back down there^ pull down your pants^ and see if you can get disability!",miscellaneous-jokes,495,104,0.8263773
The past^ present^ and future walked into a bar. It was tense.,miscellaneous-jokes,482,224,0.6827195
Three elderly men are taking a walk outside their nursing home. The first one says^ "Windy^ isn't it?" The second one says^ "No^ it's Thursday!" The third one says^ "So am I. Let's go get a beer.",miscellaneous-jokes,477,257,0.6498638
Jim^ Scott and Alex are tired after traveling all day and check into a hotel. When they get to reception^ they find out they'll have to walk 75 flights of stairs to get to their room because the elevator is out of order. Jim suggests that they do something interesting to pass time while they walk the 75 flights. Jim will tell jokes^ Scott will sing songs^ and Alex will tell sad stories. So Jim tells jokes for 25 flights^ Scott sings songs for 25 flights and Alex tells sad stories for 24 flights. When they reach the 75th floor^ Alex tells his saddest story of all^ "Guys^ I left our room key at reception.",miscellaneous-jokes,474,117,0.80203044
A man was walking down the street and saw a sign in a store window that said "Help Wanted^" so the man ran in the store and yelled out^ "What's wrong?!",miscellaneous-jokes,472,360,0.5673077
Mexico doesn't win Olympic medals because all the best runners^ jumpers^ and swimmers are in America.,national-jokes,6900,3325,0.6748166
Q: Why do Chinese people have Chinese babies? A: Because two Wongs don't make a white.,national-jokes,3317,902,0.78620523
Q: How do you stop a Mexican tank? A: Shoot the people pushing it.,national-jokes,2854,1138,0.7149299
A worldwide survey was conducted by the UN. The only question asked was: "Would you please give your honest opinion about solutions to the food shortage in the rest of the world?" The survey was a huge failure. In Africa they didn't know what "food" meant. In Eastern Europe they didn't know what "honest" meant. In Western Europe they didn't know what "shortage" meant. In China they didn't know what "opinion" meant. In the Middle East they didn't know what "solution" meant. In South America they didn't know what "please" meant. And in the USA they didn't know what "the rest of the world" meant.,national-jokes,2665,645,0.80513597
Q: What do you call two Mexicans playing basketball? A: Juan on Juan.,national-jokes,2452,1942,0.5580337
Q: What do you call stoned Mexicans? A: Baked beans.,national-jokes,2114,948,0.69039845
A German asks a Mexican if they have any Jews in Mexico. The Mexican says^ “Sí^ we have orange jews^ apple jews^ and grape jews!”,national-jokes,1939,591,0.76640314
In the beginning^ God created the heaven and the earth... After that^ everything else was made in China.,national-jokes,1648,432,0.7923077
Q: What's the difference between England and a teabag? A: A teabag could stay in the cup for longer.,national-jokes,1548,620,0.71402216
So two Irishmen are traveling to Australia. Before they leave home^ one of their dads gives them both a bit of advice: "You watch them Aussie cab drivers. They'll rob you blind. Don't you go paying them what they ask. You haggle." At the Sydney airport^ the Irishmen catch a cab to their hotel. When they reach their destination^ the cabbie says^ "That'll be twenty dollars^ lads." "Oh no you don't! My dad warned me about you. You'll only be getting fifteen dollars from me^" says one of the men. "And you'll only be getting fifteen from me too^" adds the other.,national-jokes,1516,500,0.7519841
Q: What do you call a baptized Mexican? A: Bean dip.,national-jokes,1390,778,0.6411439
Q: What’s the best thing about Switzerland? A: I don't know^ but the flag is a big plus.,national-jokes,1356,563,0.706618
Mexico doesn't win Olympic medals because all the best runners^ jumpers^ and swimmers are in America.,national-jokes,6900,3325,0.6748166
Q: Why do Chinese people have Chinese babies? A: Because two Wongs don't make a white.,national-jokes,3317,902,0.78620523
Q: How do you stop a Mexican tank? A: Shoot the people pushing it.,national-jokes,2854,1138,0.7149299
A worldwide survey was conducted by the UN. The only question asked was: "Would you please give your honest opinion about solutions to the food shortage in the rest of the world?" The survey was a huge failure. In Africa they didn't know what "food" meant. In Eastern Europe they didn't know what "honest" meant. In Western Europe they didn't know what "shortage" meant. In China they didn't know what "opinion" meant. In the Middle East they didn't know what "solution" meant. In South America they didn't know what "please" meant. And in the USA they didn't know what "the rest of the world" meant.,national-jokes,2665,645,0.80513597
Q: What do you call two Mexicans playing basketball? A: Juan on Juan.,national-jokes,2452,1942,0.5580337
Q: What do you call stoned Mexicans? A: Baked beans.,national-jokes,2114,948,0.69039845
A German asks a Mexican if they have any Jews in Mexico. The Mexican says^ “Sí^ we have orange jews^ apple jews^ and grape jews!”,national-jokes,1939,591,0.76640314
In the beginning^ God created the heaven and the earth... After that^ everything else was made in China.,national-jokes,1648,432,0.7923077
Q: What's the difference between England and a teabag? A: A teabag could stay in the cup for longer.,national-jokes,1548,620,0.71402216
So two Irishmen are traveling to Australia. Before they leave home^ one of their dads gives them both a bit of advice: "You watch them Aussie cab drivers. They'll rob you blind. Don't you go paying them what they ask. You haggle." At the Sydney airport^ the Irishmen catch a cab to their hotel. When they reach their destination^ the cabbie says^ "That'll be twenty dollars^ lads." "Oh no you don't! My dad warned me about you. You'll only be getting fifteen dollars from me^" says one of the men. "And you'll only be getting fifteen from me too^" adds the other.,national-jokes,1516,500,0.7519841
Q: What do you call a baptized Mexican? A: Bean dip.,national-jokes,1390,778,0.6411439
Q: What’s the best thing about Switzerland? A: I don't know^ but the flag is a big plus.,national-jokes,1356,563,0.706618
Reaching the end of a job interview^ the Human Resources Officer asks a young engineer fresh out of the Massachusetts Institute of Technology^ "And what starting salary are you looking for?" The engineer replies^ "In the region of $125^000 a year^ depending on the benefits package." The interviewer inquires^ "Well^ what would you say to a package of five weeks vacation^ 14 paid holidays^ full medical and dental^ company matching retirement fund to 50% of salary^ and a company car leased every two years^ say^ a red Corvette?" The engineer sits up straight and says^ "Wow! Are you kidding?" The interviewer replies^ "Yeah^ but you started it.",office-jokes,9544,3642,0.723798
How is Christmas like your job? You do all the work and the fat guy in the suit gets all the credit.,office-jokes,3139,1475,0.68032074
Q: Why did the can crusher quit his job? A: Because it was soda pressing.,office-jokes,2984,1223,0.709294
An organization is like a tree full of monkeys^ all on different limbs at different levels. The monkeys on top look down and see a tree full of smiling faces. The monkeys on the bottom look up and see nothing but assholes.,office-jokes,2642,525,0.834228
A lawyer runs a stop sign and gets pulled over by a sheriff. He thinks he's smarter being a big shot lawyer from New York and has a better education than an sheriff from West Virginia. The sheriff asks for license and registration. The lawyer asks^ "What for?" The sheriff responds^ "You didn't come to a complete stop at the stop sign." The lawyer says^ "I slowed down and no one was coming." "You still didn't come to a complete stop. License and registration please^" say the sheriff impatiently. The lawyer says^ "If you can show me the legal difference between slow down and stop^ I'll give you my license and registration and you can give me the ticket. If not^ you let me go and don't give me the ticket." The sheriff says^ "That sounds fair^ please exit your vehicle." The lawyer steps out and the sheriff takes out his nightstick and starts beating the lawyer with it. The sheriff says^ "Do you want me to stop or just slow down?",office-jokes,2336,340,0.8729447
Two factory workers are talking. The woman says^ "I can make the boss give me the day off." The man replies^ "And how would you do that?" The woman says^ "Just wait and see." She then hangs upside down from the ceiling. The boss comes in and says^ "What are you doing?" The woman replies^ "I'm a light bulb." The boss then says^ "You've been working so much that you've gone crazy. I think you need to take the day off." The man starts to follow her and the boss says^ "Where are you going?" The man says^ "I'm going home^ too. I can't work in the dark.",office-jokes,1937,274,0.8760742
A doctor reaches into his smock to get a pen to write a prescription and pulls out a rectal thermometer. "Oh^ damn it^" he proclaims^ "Some asshole has my pen!",office-jokes,1633,469,0.7768792
A thief stuck a pistol in a man's ribs and said^ "Give me your money." The gentleman^ shocked by the sudden attack^ said^ "You cannot do this^ I'm a congressman!" The thief replied^ "In that case^ give me MY money!",office-jokes,1147,238,0.82815886
A boss said to his secretary^ "I want to have sex with you^ but I will make it very fast. I'll throw $1^000 on the floor and by the time you bend down to pick it up^ I'll be done." She thought for a moment then called her boyfriend and told him the story. Her boyfriend said^ "Do it but ask him for $2^000. Then pick up the money so fast^ he won't even have enough time to undress himself." She agrees. After half an hour passes^ the boyfriend calls the girlfriend and asks^ "So what happened?" She responds^ "The bastard used coins^ so I'm still picking it up and he is still having sex with me!",office-jokes,1022,309,0.7678437
A doctor and a lawyer are talking at a party. Their conversation is constantly interrupted by people describing their ailments and asking the doctor for free medical advice. After an hour of this^ the exasperated doctor asks the lawyer^ "What do you do to stop people from asking you for legal advice when you're out of the office?" "I give it to them^" replies the lawyer^ "and then I send them a bill." The doctor is shocked^ but agrees to give it a try. The next day^ still feeling slightly guilty^ the doctor prepares the bills. When he goes to place them in his mailbox^ he finds a bill from the lawyer.,office-jokes,722,95,0.88372093
Three doctors are discussing which types of patients they prefer. Doctor Watson says^ ''I prefer librarians. All their organs are alphabetized.'' Doctor Fitzpatrick says^ ''I prefer mathematicians. All their organs are numbered.'' Doctor Ahn says^ ''I prefer lawyers. They’re gutless^ heartless^ brainless^ spineless^ and their heads and rear-ends are interchangeable.'',office-jokes,657,155,0.8091133
A lawyer is standing in a long line at the box office. Suddenly^ he feels a pair of hands kneading his shoulders^ back^ and neck. The lawyer turns around. "What the hell do you think you're doing?" "I'm a chiropractor^ and I'm just keeping in practice while I'm waiting in line." "Well^ I'm a lawyer^ but you don't see me screwing the guy in front of me^ do you?",office-jokes,636,412,0.60687023
Reaching the end of a job interview^ the Human Resources Officer asks a young engineer fresh out of the Massachusetts Institute of Technology^ "And what starting salary are you looking for?" The engineer replies^ "In the region of $125^000 a year^ depending on the benefits package." The interviewer inquires^ "Well^ what would you say to a package of five weeks vacation^ 14 paid holidays^ full medical and dental^ company matching retirement fund to 50% of salary^ and a company car leased every two years^ say^ a red Corvette?" The engineer sits up straight and says^ "Wow! Are you kidding?" The interviewer replies^ "Yeah^ but you started it.",office-jokes,9544,3641,0.7238529
How is Christmas like your job? You do all the work and the fat guy in the suit gets all the credit.,office-jokes,3139,1473,0.6806158
Q: Why did the can crusher quit his job? A: Because it was soda pressing.,office-jokes,2987,1224,0.7093327
An organization is like a tree full of monkeys^ all on different limbs at different levels. The monkeys on top look down and see a tree full of smiling faces. The monkeys on the bottom look up and see nothing but assholes.,office-jokes,2644,525,0.8343326
A lawyer runs a stop sign and gets pulled over by a sheriff. He thinks he's smarter being a big shot lawyer from New York and has a better education than an sheriff from West Virginia. The sheriff asks for license and registration. The lawyer asks^ "What for?" The sheriff responds^ "You didn't come to a complete stop at the stop sign." The lawyer says^ "I slowed down and no one was coming." "You still didn't come to a complete stop. License and registration please^" say the sheriff impatiently. The lawyer says^ "If you can show me the legal difference between slow down and stop^ I'll give you my license and registration and you can give me the ticket. If not^ you let me go and don't give me the ticket." The sheriff says^ "That sounds fair^ please exit your vehicle." The lawyer steps out and the sheriff takes out his nightstick and starts beating the lawyer with it. The sheriff says^ "Do you want me to stop or just slow down?",office-jokes,2338,340,0.8730396
Two factory workers are talking. The woman says^ "I can make the boss give me the day off." The man replies^ "And how would you do that?" The woman says^ "Just wait and see." She then hangs upside down from the ceiling. The boss comes in and says^ "What are you doing?" The woman replies^ "I'm a light bulb." The boss then says^ "You've been working so much that you've gone crazy. I think you need to take the day off." The man starts to follow her and the boss says^ "Where are you going?" The man says^ "I'm going home^ too. I can't work in the dark.",office-jokes,1939,274,0.8761862
A doctor reaches into his smock to get a pen to write a prescription and pulls out a rectal thermometer. "Oh^ damn it^" he proclaims^ "Some asshole has my pen!",office-jokes,1633,470,0.77650976
A thief stuck a pistol in a man's ribs and said^ "Give me your money." The gentleman^ shocked by the sudden attack^ said^ "You cannot do this^ I'm a congressman!" The thief replied^ "In that case^ give me MY money!",office-jokes,1148,238,0.82828283
A boss said to his secretary^ "I want to have sex with you^ but I will make it very fast. I'll throw $1^000 on the floor and by the time you bend down to pick it up^ I'll be done." She thought for a moment then called her boyfriend and told him the story. Her boyfriend said^ "Do it but ask him for $2^000. Then pick up the money so fast^ he won't even have enough time to undress himself." She agrees. After half an hour passes^ the boyfriend calls the girlfriend and asks^ "So what happened?" She responds^ "The bastard used coins^ so I'm still picking it up and he is still having sex with me!",office-jokes,1022,309,0.7678437
